id,name,slug,make_id
1256,NSS300,nss300,63
1257,CL500,cl500,63
1258,CBR1100,cbr1100,63
1259,CB300,cb300,63
1260,NC CYCLE,nc-cycle,63
1261,CTX CYCLE,ctx-cycle,63
1262,GOLD WING,gold-wing,63
1263,SK50,sk50,63
1264,NT700,nt700,63
1265,NHX110,nhx110,63
1266,VFR750,vfr750,63
1267,Gsx-R600,gsx-r600,64
1268,F53,f53,134
1269,Sprinter,sprinter,178
1270,F59,f59,179
1271,Savana 3500,savana-3500,180
1272,Savana 4500,savana-4500,180
1273,C5500,c5500,180
1274,VAH 300,vah-300,195
1275,VAH 400,vah-400,195
1276,VAH 430,vah-430,195
1277,VAH 640,vah-640,195
1278,VHD,vhd,195
1279,VNL,vnl,195
1280,VNL 300,vnl-300,195
1281,VNL 400,vnl-400,195
1282,VNL 430,vnl-430,195
1283,VNL 630,vnl-630,195
1284,VNL 670,vnl-670,195
1285,VNL 740,vnl-740,195
1286,VNL 760,vnl-760,195
1287,VNL 860,vnl-860,195
1288,VNM,vnm,195
1289,VNR,vnr,195
1290,VNR 300,vnr-300,195
1291,VNR 400,vnr-400,195
1292,VNR 640,vnr-640,195
1293,VNX,vnx,195
1294,VAH,vah,195
1295,NV 2500,nv-2500,206
1296,NV 1500,nv-1500,206
1297,NV 3500,nv-3500,206
1298,Transporter,transporter,207
